Category;City;Country;Customer ID;Customer Name;Discount;Order Date;Order ID;Postal Code;Product ID;Product Name;Profit;Quantity;Region;Row;Sales;Segment;Ship Date;Ship Mode;State;Sub-Category
Office Supplies;Montgomery;United States;AS-10225;Alan Schoenberger;0;18.10.11;CA-2011-110408;36116;OFF-ST-10001522;Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h;110.388;3;South;1976;$276;Corporate;20.10.11;Second Class;Alabama;Storage
Technology;Montgomery;United States;AS-10225;Alan Schoenberger;0;18.10.11;CA-2011-110408;36116;TEC-PH-10002352;Avaya IP Phone 1140E VoIP phone;362.687;5;South;1977;$1,395;Corporate;20.10.11;Second Class;Alabama;Phones
Furniture;Texarkana;United States;LS-17200;Luke Schmidt;0;18.10.11;CA-2011-115084;71854;FUR-CH-10004626;Office Star Flex Back Scooter Chair with Aluminum Finish Frame;1.452.816;6;South;5234;$605;Corporate;22.10.11;Standard Class;Arkansas;Chairs
Office Supplies;Philadelphia;United States;EH-13765;Edward Hooks;0.2;18.10.11;CA-2011-138450;19134;OFF-EN-10001335;White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes;19.692;6;East;5110;$53;Corporate;22.10.11;Standard Class;Pennsylvania;Envelopes
Office Supplies;Philadelphia;United States;EH-13765;Edward Hooks;0.2;18.10.11;CA-2011-138450;19134;OFF-PA-10003016;"Adams ""While You Were Out"" Message Pads";März 14;4;East;5112;$10;Corporate;22.10.11;Standard Class;Pennsylvania;Paper
Office Supplies;Philadelphia;United States;EH-13765;Edward Hooks;0.2;18.10.11;CA-2011-138450;19134;OFF-ST-10003479;Eldon Base for stackable storage shelf, platinum;-35.046;6;East;5111;$187;Corporate;22.10.11;Standard Class;Pennsylvania;Storage
Office Supplies;Seattle;United States;IG-15085;Ivan Gibson;0.2;18.10.11;CA-2011-143168;98103;OFF-BI-10003784;Computer Printout Index Tabs;0.4704;1;West;7118;$1;Consumer;23.10.11;Second Class;Washington;Binders
Office Supplies;Seattle;United States;IG-15085;Ivan Gibson;0;18.10.11;CA-2011-143168;98103;OFF-PA-10000167;Xerox 1925;27.882;2;West;7117;$62;Consumer;23.10.11;Second Class;Washington;Paper
Office Supplies;Los Angeles;United States;JF-15490;Jeremy Farry;0;19.10.11;CA-2011-117317;90032;OFF-PA-10004519;Spiral Phone Message Books with Labels by Adams;65.856;3;West;1594;$13;Consumer;19.10.11;Same Day;California;Paper
Office Supplies;San Francisco;United States;RP-19270;Rachel Payne;0.2;19.10.11;CA-2011-155264;94110;OFF-BI-10003196;Accohide Poly Flexible Ring Binders;1.122;1;West;9338;$3;Corporate;22.10.11;Second Class;California;Binders
Office Supplies;San Francisco;United States;RP-19270;Rachel Payne;0.2;19.10.11;CA-2011-155264;94110;OFF-BI-10003727;Avery Durable Slant Ring Binders With Label Holder;70.224;6;West;9339;$20;Corporate;22.10.11;Second Class;California;Binders
Office Supplies;San Francisco;United States;RP-19270;Rachel Payne;0;19.10.11;CA-2011-155264;94110;OFF-LA-10002787;Avery 480;9;5;West;9341;$19;Corporate;22.10.11;Second Class;California;Labels
Office Supplies;San Francisco;United States;RP-19270;Rachel Payne;0;19.10.11;CA-2011-155264;94110;OFF-PA-10003228;Xerox 1917;689.631;3;West;9340;$147;Corporate;22.10.11;Second Class;California;Paper
Technology;San Francisco;United States;RP-19270;Rachel Payne;0.2;19.10.11;CA-2011-155264;94110;TEC-PH-10001305;Panasonic KX TS208W Corded phone;117.576;3;West;9342;$118;Corporate;22.10.11;Second Class;California;Phones
Technology;Lakewood;United States;EH-14125;Eugene Hildebrand;0.2;19.10.11;CA-2011-100867;90712;TEC-PH-10004922;RCA Visys Integrated PBX 8-Line Router;20.097;6;West;9462;$322;Home Office;24.10.11;Standard Class;California;Phones
Office Supplies;Chicago;United States;LS-16975;Lindsay Shagiari;0.8;20.10.11;CA-2011-137092;60653;OFF-BI-10000632;Satellite Sectional Post Binders;-147.594;1;Central;6557;$9;Home Office;22.10.11;Second Class;Illinois;Binders
Office Supplies;Chicago;United States;LS-16975;Lindsay Shagiari;0.2;20.10.11;CA-2011-137092;60653;OFF-LA-10003510;Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White;79.378;1;Central;6558;$24;Home Office;22.10.11;Second Class;Illinois;Labels
Office Supplies;Chicago;United States;LS-16975;Lindsay Shagiari;0.2;20.10.11;CA-2011-137092;60653;OFF-PA-10002109;Wirebound Voice Message Log Book;12.376;1;Central;6556;$4;Home Office;22.10.11;Second Class;Illinois;Paper
Office Supplies;Chicago;United States;LS-16975;Lindsay Shagiari;0.2;20.10.11;CA-2011-137092;60653;OFF-ST-10003805;24 Capacity Maxi Data Binder Racks, Pearl;315.825;3;Central;6555;$505;Home Office;22.10.11;Second Class;Illinois;Storage
Technology;Chicago;United States;LS-16975;Lindsay Shagiari;0.2;20.10.11;CA-2011-137092;60653;TEC-AC-10001606;Logitech Wireless Performance Mouse MX for PC and Mac;719.928;4;Central;6554;$320;Home Office;22.10.11;Second Class;Illinois;Accessories
Furniture;Knoxville;United States;FH-14365;Fred Hopkins;0.4;20.10.11;CA-2011-169684;37918;FUR-TA-10003008;Lesro Round Back Collection Coffee Table, End Table;-1.478.655;3;South;6537;$329;Corporate;23.10.11;First Class;Tennessee;Tables
Office Supplies;Knoxville;United States;FH-14365;Fred Hopkins;0.2;20.10.11;CA-2011-169684;37918;OFF-ST-10000934;"Contico 72""H Heavy-Duty Storage System";-24.588;3;South;6538;$98;Corporate;23.10.11;First Class;Tennessee;Storage
Office Supplies;Westland;United States;PO-18865;Patrick O'Donnell;0;20.10.11;CA-2011-146703;48185;OFF-ST-10001713;Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black;8.478.400.000;4;Central;47;$212;Consumer;25.10.11;Second Class;Michigan;Storage
Furniture;Fairfield;United States;TB-21520;Tracy Blumstein;0.4;21.10.11;CA-2011-142587;45014;FUR-TA-10000617;Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal;-122.877;3;East;1890;$410;Consumer;22.10.11;First Class;Ohio;Tables
Office Supplies;Fairfield;United States;TB-21520;Tracy Blumstein;0.2;21.10.11;CA-2011-142587;45014;OFF-AP-10004708;Fellowes Superior 10 Outlet Split Surge Protector;137.016;4;East;1889;$122;Consumer;22.10.11;First Class;Ohio;Appliances
Furniture;Newport News;United States;FH-14275;Frank Hawley;0;21.10.11;CA-2011-100916;23602;FUR-TA-10004607;Hon 2111 Invitation Series Straight Table;1.123.508;4;South;7573;$591;Corporate;26.10.11;Standard Class;Virginia;Tables
Office Supplies;Newport News;United States;FH-14275;Frank Hawley;0;21.10.11;CA-2011-100916;23602;OFF-AR-10001022;SANFORD Liquid Accent Tank-Style Highlighters;0.8804;1;South;7574;$3;Corporate;26.10.11;Standard Class;Virginia;Art
Office Supplies;Newport News;United States;FH-14275;Frank Hawley;0;21.10.11;CA-2011-100916;23602;OFF-ST-10003479;Eldon Base for stackable storage shelf, platinum;9.735.000.000;5;South;7572;$195;Corporate;26.10.11;Standard Class;Virginia;Storage
Office Supplies;San Diego;United States;SF-20965;Sylvia Foulston;0.2;21.10.11;CA-2011-169852;92024;OFF-BI-10001460;Plastic Binding Combs;122.715;3;West;6299;$36;Corporate;26.10.11;Standard Class;California;Binders
Furniture;Bossier City;United States;NB-18580;Nicole Brennan;0;22.10.11;CA-2011-151967;71111;FUR-FU-10000193;Tenex Chairmats For Use with Hard Floors;103.936;4;South;7665;$130;Corporate;26.10.11;Standard Class;Louisiana;Furnishings
Furniture;Newark;United States;MG-17680;Maureen Gastineau;0.2;22.10.11;CA-2011-110072;43055;FUR-FU-10000521;"Seth Thomas 14"" Putty-Colored Wall Clock";129.096;4;East;147;$94;Home Office;28.10.11;Standard Class;Ohio;Furnishings
Office Supplies;Rock Hill;United States;AP-10915;Arthur Prichep;0;24.10.11;CA-2011-113047;29730;OFF-FA-10002763;Advantus Map Pennant Flags and Round Head Tacks;3.792;3;South;3745;$12;Consumer;24.10.11;Same Day;South Carolina;Fasteners
Office Supplies;Rancho Cucamonga;United States;AA-10375;Allen Armold;0.2;24.10.11;CA-2011-130729;91730;OFF-BI-10002706;Avery Premier Heavy-Duty Binder with Round Locking Rings;111.384;3;West;3008;$34;Consumer;29.10.11;Standard Class;California;Binders
Office Supplies;Fort Lauderdale;United States;DB-12910;Daniel Byrd;0.2;24.10.11;CA-2011-108707;33311;OFF-PA-10000788;Xerox 210;36.288;2;South;2530;$10;Home Office;29.10.11;Standard Class;Florida;Paper
Office Supplies;San Francisco;United States;AH-10030;Aaron Hawkins;0.2;25.10.11;US-2011-158400;94109;OFF-BI-10002353;GBC VeloBind Cover Sets;18.528;4;West;6129;$49;Corporate;28.10.11;First Class;California;Binders
Office Supplies;Philadelphia;United States;EH-14185;Evan Henry;0.7;25.10.11;CA-2011-139542;19120;OFF-BI-10000309;"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black";-95.886;3;East;7710;$14;Consumer;29.10.11;Standard Class;Pennsylvania;Binders
Technology;Philadelphia;United States;EH-14185;Evan Henry;0.2;25.10.11;CA-2011-139542;19120;TEC-AC-10001553;Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack;0.5097;3;East;7709;$41;Consumer;29.10.11;Standard Class;Pennsylvania;Accessories
Furniture;Seattle;United States;AH-10585;Angele Hood;0;26.10.11;CA-2011-162278;98105;FUR-FU-10000448;Tenex Chairmats For Use With Carpeted Floors;3.196;4;West;4305;$64;Consumer;30.10.11;Second Class;Washington;Furnishings
Technology;Seattle;United States;AH-10585;Angele Hood;0.2;26.10.11;CA-2011-162278;98105;TEC-PH-10000526;Vtech CS6719;38.396;5;West;4306;$384;Consumer;30.10.11;Second Class;Washington;Phones
Office Supplies;Fayetteville;United States;RD-19810;Ross DeVincentis;0.2;27.10.11;CA-2011-148285;28314;OFF-PA-10000349;Staples;40.338;3;South;9419;$12;Home Office;01.11.11;Standard Class;North Carolina;Paper
Office Supplies;Fayetteville;United States;RD-19810;Ross DeVincentis;0.2;27.10.11;CA-2011-148285;28314;OFF-PA-10001166;Xerox 2;36.288;2;South;9418;$10;Home Office;01.11.11;Standard Class;North Carolina;Paper
Furniture;Los Angeles;United States;TS-21370;Todd Sumrall;0.15;28.10.11;CA-2011-101931;90049;FUR-BO-10001337;O'Sullivan Living Dimensions 2-Shelf Bookcases;-36.294;6;West;3846;$617;Corporate;31.10.11;First Class;California;Bookcases
Office Supplies;Los Angeles;United States;TS-21370;Todd Sumrall;0.2;28.10.11;CA-2011-101931;90049;OFF-BI-10004140;Avery Non-Stick Binders;2.245;2;West;3843;$7;Corporate;31.10.11;First Class;California;Binders
Office Supplies;Los Angeles;United States;TS-21370;Todd Sumrall;0;28.10.11;CA-2011-101931;90049;OFF-ST-10003442;Eldon Portable Mobile Manager;38.178;5;West;3847;$141;Corporate;31.10.11;First Class;California;Storage
Office Supplies;Los Angeles;United States;TS-21370;Todd Sumrall;0;28.10.11;CA-2011-101931;90049;OFF-SU-10000646;Premier Automatic Letter Opener;144.222;2;West;3845;$481;Corporate;31.10.11;First Class;California;Supplies
Office Supplies;Los Angeles;United States;TS-21370;Todd Sumrall;0;28.10.11;CA-2011-101931;90049;OFF-SU-10002301;Serrated Blade or Curved Handle Hand Letter Openers;0.062800000;2;West;3844;$6;Corporate;31.10.11;First Class;California;Supplies
Technology;Garden City;United States;BT-11395;Bill Tyler;0;28.10.11;CA-2011-107769;67846;TEC-PH-10001336;Digium D40 VoIP phone;748.142;2;Central;7371;$258;Corporate;01.11.11;Standard Class;Kansas;Phones
Technology;Chicago;United States;SA-20830;Sue Ann Reed;0.2;29.10.11;CA-2011-154627;60610;TEC-PH-10001363;Apple iPhone 5S;341.994;6;Central;488;$2,736;Consumer;31.10.11;First Class;Illinois;Phones
Office Supplies;Columbus;United States;NC-18625;Noah Childs;0;29.10.11;CA-2011-166590;47201;OFF-PA-10000482;Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate;356.636;2;Central;9547;$76;Corporate;02.11.11;Standard Class;Indiana;Paper
Technology;Columbus;United States;NC-18625;Noah Childs;0;29.10.11;CA-2011-166590;47201;TEC-AC-10003433;Maxell 4.7GB DVD+R 5/Pack;0.891;2;Central;9546;$2;Corporate;02.11.11;Standard Class;Indiana;Accessories
Furniture;Cranston;United States;AM-10705;Anne McFarland;0;31.10.11;CA-2011-145387;2920;FUR-CH-10002320;Hon Pagoda Stacking Chairs;481.47;5;East;4209;$1,605;Consumer;02.11.11;Second Class;Rhode Island;Chairs
Furniture;Cranston;United States;AM-10705;Anne McFarland;0;31.10.11;CA-2011-145387;2920;FUR-FU-10002364;Eldon Expressions Wood Desk Accessories, Oak;42.804;2;East;4206;$15;Consumer;02.11.11;Second Class;Rhode Island;Furnishings
Furniture;Cranston;United States;AM-10705;Anne McFarland;0;31.10.11;CA-2011-145387;2920;FUR-FU-10000023;Eldon Wave Desk Accessories;77.748;3;East;4208;$18;Consumer;02.11.11;Second Class;Rhode Island;Furnishings
Furniture;Cranston;United States;AM-10705;Anne McFarland;0.3;31.10.11;CA-2011-145387;2920;FUR-TA-10003238;"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables";-606.078;1;East;4210;$386;Consumer;02.11.11;Second Class;Rhode Island;Tables
Furniture;Lorain;United States;AJ-10780;Anthony Jacobs;0.4;31.10.11;CA-2011-108609;44052;FUR-TA-10003954;Hon 94000 Series Round Tables;-7.345.264;8;East;6640;$1,422;Corporate;02.11.11;Second Class;Ohio;Tables
Office Supplies;Cranston;United States;AM-10705;Anne McFarland;0;31.10.11;CA-2011-145387;2920;OFF-AR-10001683;Lumber Crayons;18.715;5;East;4204;$49;Consumer;02.11.11;Second Class;Rhode Island;Art
Office Supplies;Cranston;United States;AM-10705;Anne McFarland;0;31.10.11;CA-2011-145387;2920;OFF-BI-10004001;GBC Recycled VeloBinder Covers;156.768;2;East;4207;$34;Consumer;02.11.11;Second Class;Rhode Island;Binders
Office Supplies;Cranston;United States;AM-10705;Anne McFarland;0;31.10.11;CA-2011-145387;2920;OFF-PA-10002195;"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set";47.752;2;East;4205;$10;Consumer;02.11.11;Second Class;Rhode Island;Paper
Technology;San Francisco;United States;NL-18310;Nancy Lomonaco;0.2;31.10.11;US-2011-120313;94110;TEC-PH-10003092;Motorola L804;82.782;2;West;8304;$74;Home Office;02.11.11;Second Class;California;Phones
Technology;Avondale;United States;AC-10450;Amy Cox;0.2;31.10.11;US-2011-167262;85323;TEC-PH-10000486;Plantronics HL10 Handset Lifter;83.512.800.000;8;West;4772;$742;Consumer;03.11.11;Second Class;Arizona;Phones
Furniture;Los Angeles;United States;GG-14650;Greg Guthrie;0.2;31.10.11;CA-2011-106439;90049;FUR-CH-10003833;Novimex Fabric Task Chair;-9.147.000.000;3;West;2066;$146;Corporate;04.11.11;Standard Class;California;Chairs
Office Supplies;Los Angeles;United States;GG-14650;Greg Guthrie;0;31.10.11;CA-2011-106439;90049;OFF-AR-10001419;Newell 325;3.717;3;West;2068;$12;Corporate;04.11.11;Standard Class;California;Art
Office Supplies;Los Angeles;United States;GG-14650;Greg Guthrie;0.2;31.10.11;CA-2011-106439;90049;OFF-BI-10002571;"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""";53.892;2;West;2062;$16;Corporate;04.11.11;Standard Class;California;Binders
Office Supplies;Los Angeles;United States;GG-14650;Greg Guthrie;0.2;31.10.11;CA-2011-106439;90049;OFF-BI-10004209;Fellowes Twister Kit, Gray/Clear, 3/pkg;06. März;3;West;2064;$19;Corporate;04.11.11;Standard Class;California;Binders
Office Supplies;Los Angeles;United States;GG-14650;Greg Guthrie;0;31.10.11;CA-2011-106439;90049;OFF-FA-10002975;Staples;52.164;3;West;2060;$11;Corporate;04.11.11;Standard Class;California;Fasteners
Office Supplies;Los Angeles;United States;GG-14650;Greg Guthrie;0;31.10.11;CA-2011-106439;90049;OFF-PA-10000477;Xerox 1952;304.278;13;West;2063;$65;Corporate;04.11.11;Standard Class;California;Paper
Office Supplies;Los Angeles;United States;GG-14650;Greg Guthrie;0;31.10.11;CA-2011-106439;90049;OFF-ST-10003996;Letter/Legal File Tote with Clear Snap-On Lid, Black Granite;20.878;5;West;2061;$80;Corporate;04.11.11;Standard Class;California;Storage
Office Supplies;Los Angeles;United States;GG-14650;Greg Guthrie;0;31.10.11;CA-2011-106439;90049;OFF-ST-10001963;Tennsco Regal Shelving Units;121.692;4;West;2065;$406;Corporate;04.11.11;Standard Class;California;Storage
Technology;Los Angeles;United States;GG-14650;Greg Guthrie;0;31.10.11;CA-2011-106439;90049;TEC-AC-10004568;Maxell LTO Ultrium - 800 GB;478.629;9;West;2067;$252;Corporate;04.11.11;Standard Class;California;Accessories
Furniture;Mason;United States;EA-14035;Erin Ashbrook;0.2;01.11.11;CA-2011-114195;45040;FUR-FU-10002253;"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock";163.172;2;East;9869;$69;Corporate;03.11.11;First Class;Ohio;Furnishings
Office Supplies;Mason;United States;EA-14035;Erin Ashbrook;0.7;01.11.11;CA-2011-114195;45040;OFF-BI-10000494;Acco Economy Flexible Poly Round Ring Binder;-2.61;2;East;9870;$3;Corporate;03.11.11;First Class;Ohio;Binders
Office Supplies;Mason;United States;EA-14035;Erin Ashbrook;0.7;01.11.11;CA-2011-114195;45040;OFF-BI-10001658;GBC Standard Therm-A-Bind Covers;-179.424;3;East;9871;$22;Corporate;03.11.11;First Class;Ohio;Binders
Furniture;Long Beach;United States;DL-12925;Daniel Lacy;0;01.11.11;US-2011-137155;11561;FUR-FU-10003142;Master Big Foot Doorstop, Beige;98.208;6;East;7561;$32;Consumer;05.11.11;Standard Class;New York;Furnishings
Office Supplies;Long Beach;United States;DL-12925;Daniel Lacy;0;01.11.11;US-2011-137155;11561;OFF-AP-10002518;Kensington 7 Outlet MasterPiece Power Center;1.548.426;3;East;7559;$534;Consumer;05.11.11;Standard Class;New York;Appliances
Office Supplies;Long Beach;United States;DL-12925;Daniel Lacy;0;01.11.11;US-2011-137155;11561;OFF-PA-10000806;Xerox 1934;822.906;3;East;7560;$168;Consumer;05.11.11;Standard Class;New York;Paper
Office Supplies;Portland;United States;ND-18370;Natalie DeCherney;0.2;01.11.11;CA-2011-148915;97206;OFF-ST-10001128;Carina Mini System Audio Rack, Model AR050B;-94.333;5;West;2832;$444;Consumer;05.11.11;Standard Class;Oregon;Storage
Office Supplies;Orange;United States;DG-13300;Deirdre Greer;0;01.11.11;CA-2011-139423;7050;OFF-AP-10004708;Fellowes Superior 10 Outlet Split Surge Protector;220.748;2;East;8389;$76;Corporate;05.11.11;Standard Class;New Jersey;Appliances
Office Supplies;Charlotte;United States;KH-16630;Ken Heidel;0.2;01.11.11;CA-2011-102673;28205;OFF-AR-10000634;Newell 320;0.8988;3;South;4067;$10;Corporate;05.11.11;Standard Class;North Carolina;Art
Office Supplies;Charlotte;United States;KH-16630;Ken Heidel;0.2;01.11.11;CA-2011-102673;28205;OFF-FA-10003021;Staples;Jan 41;5;South;4066;$8;Corporate;05.11.11;Standard Class;North Carolina;Fasteners
Office Supplies;Charlotte;United States;KH-16630;Ken Heidel;0.2;01.11.11;CA-2011-102673;28205;OFF-LA-10001771;Avery 513;155.376;12;South;4068;$48;Corporate;05.11.11;Standard Class;North Carolina;Labels
Technology;Portland;United States;ND-18370;Natalie DeCherney;0.2;01.11.11;CA-2011-148915;97206;TEC-PH-10000673;Plantronics Voyager Pro HD - Bluetooth Headset;545.916;3;West;2833;$156;Consumer;05.11.11;Standard Class;Oregon;Phones
Technology;Charlotte;United States;KH-16630;Ken Heidel;0.2;01.11.11;CA-2011-102673;28205;TEC-PH-10004434;Cisco IP Phone 7961G VoIP phone - Dark gray;1.101.195;9;South;4069;$979;Corporate;05.11.11;Standard Class;North Carolina;Phones
Office Supplies;Denver;United States;RA-19915;Russell Applegate;0.2;01.11.11;CA-2011-134313;80219;OFF-AR-10001897;Model L Table or Wall-Mount Pencil Sharpener;43.176;3;West;806;$43;Consumer;07.11.11;Standard Class;Colorado;Art
Technology;Denver;United States;RA-19915;Russell Applegate;0.2;01.11.11;CA-2011-134313;80219;TEC-PH-10001795;ClearOne CHATAttach 160 - speaker phone;247.996;4;West;807;$1,984;Consumer;07.11.11;Standard Class;Colorado;Phones
Office Supplies;Chicago;United States;SM-20950;Suzanne McNair;0.2;01.11.11;CA-2011-126907;60610;OFF-PA-10000533;Southworth Parchment Paper & Envelopes;51.012;3;Central;4159;$16;Corporate;08.11.11;Standard Class;Illinois;Paper
Office Supplies;Richmond;United States;JO-15145;Jack O'Briant;0;01.11.11;CA-2011-152562;40475;OFF-AR-10001919;OIC #2 Pencils, Medium Soft;16.356;3;South;4829;$6;Corporate;08.11.11;Standard Class;Kentucky;Art
Office Supplies;Richmond;United States;JO-15145;Jack O'Briant;0;01.11.11;CA-2011-152562;40475;OFF-ST-10000464;Multi-Use Personal File Cart and Caster Set, Three Stacking Bins;194.656;2;South;4828;$70;Corporate;08.11.11;Standard Class;Kentucky;Storage
Office Supplies;Los Angeles;United States;PL-18925;Paul Lucas;0;01.11.11;CA-2011-168305;90049;OFF-LA-10003498;Avery 475;22. Feb;3;West;5896;$44;Home Office;08.11.11;Standard Class;California;Labels
